PID,officesHeld,head_of_org,on_committee,gov_office
GSVC-525,"Director, Los Angeles Press Club, 1955-55, Harvard Club of Southern California, 1956.",1,0,0
GSVG-79B,"Chairman, Home Service Committee, member of board, Pittsburgh Chapter, American Red Cross; member, Aeronautics Committee, Pittsburgh Chamber of Commerce",1,1,0
GSV8-GGG,"Town Meeting member (elected), 1959-52 (Milton Mass.); treasure, 11949-54, Vice-president, since 1954, Nantucket Maria Mitchell Association; Secreatry-treasurer, 191-54, vice-president, since 195, North-eastern Bird-Banding Association.",1,0,0
L1KW-XFM,"Student engineer, 1934-40, Sales engineer, 1940-43, B.F. Sturtevant Company; branch manager, sturtevant-Division of Westinghouse, 1946-50; general sales manager, Baltimore Aircoil Co., Inc., 1950-55.",0,0,0
GSVC-N22,"Member Scholarship committee, Hardward Club Of New Jersey.",0,0,0
GSVC-8S7,"Member board of directors, American Chamber of Commerce in Brussels, since 1954; member board of directors, since 1952, president, 1953, 1954, American Club of Brussels.",1,1,0
LZPP-M86,"Member executive Committee, 1951-1954, secretary- treasurer, 1952-54, editor of Newletter, 1952-54, vice-president, 1955-57, president, 1957-58, Southwestern Philosophical Society; associate member, East-West Philosophers' Conference, 1949.",1,0,0
GSVL-TLS,"Assistant treasurer, Joseph warren Cooperative Bank, Roxbury, Mass., 1934-38; treasurer, Braintree Cooperative Bank, Braintree, Mass., 1938-42; vice-president-assistant manager, united States savings and Loan League, chicago, 1942-47; Secreatary, american Savings and Loan Institute, Chicago, 1944-47; vice-president, coast Federal Savings and Loan Association, los Angeles, 1947-55",1,0,0
LKR7-8DZ,"Town Meeting Member, since 1942, member, warrant committee, 1955-57, Town of Milton",0,1,0
LBV4-B7K,"Director, Falcon Seaboard Drilling Company, International Social Service (former officer)",1,0,0
LTKJ-TW9,"Member, School Bosrd, Wilton, N.H., 1944-45, Home Service Committee, Erie Chapter, America red Cross, 1947-49, Family Service Board, Erie, Pa., 1947-49; directors, Rowe Junior High Camp, since 1955; treasurer, Unittarian Ministers' Association, 1958-60; chairman, Needham United Nations Day Committee, 1953; currently, Board member, North Shore Mental Health Association, North Shore Human Ralations Committee, Member, Family and Chils Care Committee.",1,0,0
GSVC-XH4,"Member, Various dental committees, New York Academy of Dentistry, First District Dental Society, Delta Sigma Delta (dental fraternity); permanent president, Class of 1938, Harvard Dental School.",1,0,0
LJR2-STW,"Past treasurer and member board of governors, Los Angeles Society Analysts; elected member, Board of Education, Beverly Hills, 1957 (four- year term); neighbourhood Commissioner, Cubmaster, Pack 100, 1950-51, Seoutmaster, Troop 100, 1950-54, Boy Scouts of America.",0,1,0
GSVV-VWJ,"President, North Junior High School Parent Teachers Association, Newburgh, N.Y., 1956-57.",1,0,0
GSJF-S17,"President, Kappa Nu Fraternity, 1933, Supervisors’ Club of Boston, 1952-53, Newton Squash & Tennis Club, 1958.",1,0,0
GSVK-YVM,"Member, board of directors, Jewish Family & Children’s Serv ice of Greater Boston, 1954-57; Town Meeting Member, Watertown, Mass., 1957-58-59; chairman, School Committee and member executive board, Beth El Temple-Center, Belmont, Mass. since 1957; commanding officer, Reserve Naval Security Group, Division 1-1, Boston.",1,1,0
9N7N-PTT,"Director, Purcellville (Va.) National Bank, 1943-45.",1,0,0
GSVJ-XK7,"Rabbi, Beth Judah Congregation, Ventnor (N.J.), 1938-47; Chaplain U.S. Army Air Force, 1942-46; Hillel director, Princeton University, 1947-48, Adelphi College, 1948-55; co-chairman, United Jewish Appeal, Atlantic City, 1946-47; former member, executive committee, Rabbinical Atlantic of America; member, executive committee, National Association of Hillel Directors.",1,1,0
GSVJ-GWF,"Third vice-president, American Association of Social Workers, 1952-54; first vice-president, National Association of Social Workers, 1955-56; member, board of directors, Community Chest of San Francisco, 1955-56; member, Governor’s Commission to Survey the Agricultural Labor Resources of the San Joaquin Valley, 1949-51; member executive committee, American Civil Liberties Union of North California.",1,1,0
GSVJ-CCY,"President, Brotherhood Temple Beth Zion; incorporator and _ executive director, Covich Memorial Blood Foundation.",1,0,0
96VW-797,"President, Baltimore Club-Maryland Ornithological Society, 1950-52, Eastern Bird-Banding Association, since 1938; member, board of governors, Montgomery County Planning Association, since 1955, Rock Creek Watershed Association, since 1956.",1,1,0
GSVV-JV1,"General counsel, National Screen Service Corporation, 1944-48, secretary and director, J. Arthur Rank Organization, Inc. since tus, chairman, Taxation Subcommittee of Copyright Committee, Association of the Bar of the City of New York; chairman, Suburban Research Cam. mittee.",1,0,0
GSVC-DT1,"Associate editor, Stage, 1935-37, Ken, Esquire, 1937-45, Coronet, Pageant magazines, 1952; editor, Gentry magazine, 1957-58; contract writer for Hecht-Hill-Lancaster, David O, Selznick, Pegasus Productions.",0,0,0
GS6K-NVM,"Instructor, treasurer, member board of trustees, Boston Psychoanalytic Society and Institute, since 1956.",0,1,0
GSVC-FPX,"Councilman, 1948-52, member, board of adjustment, 1945-47, member, Planning Board, since 1953, mayor, since 1953, Borough of Alpine, N.J.; trustee, Blue Hill (Maine) Memorial Hospital, Methodist Church, Alpine, N.J.; director, Kollegewidgwok Yacht Club, Blue Hill, Maine.",1,1,1
LB8Q-3R9,"Music Field Representative, National Recreation Association, New York, 1936-41; director, Community Recreation Service of Boston, Inc., 1941-47; educational director, Griffith Music Foundation, 1947-58; choir director, King's Chapel, Boston; graduate manager, Harvard Glee club.",1,0,0
GSVR-7Z5,"Director, Kansas City Southern Railroad, 1946-57, Douglas “Aircraft Corporation, since 1953.",1,0,0
GSV8-2G3,"Coordinator of Civilian Pilot Training for Rhode Island, 1940-42; lieutenant commander, USNR, retired.",0,0,0
LR41-Z4B,"Teacher, Hunt Memorial High School, 1938-40; assistant in museum education, 1942-44, museum research associate, 1944, Franklin Institute of Pennsylvania, computer, Bartol Research Foundation, 1945-49",0,0,0
GSVJ-LH6,"Instructor in ophthalmology, Harvard Medical School; assistant surgeon in ophthalmology, Massachusetts Eye and Ear Infirmary; associate surgeon in ophthalmology, Children’s Medical Center; head of Eye Outpatient Dept., associate in ophthalmology, Beth Israel Hospital; consultant in ophthalmology to MILT., 1947-56, Harvard University; impartial examiner, Massachusetts Industrial Accident Board.",1,0,0
GSVK-F7R,"Research associate, Harvard University, toyt; head, Technical tnformation, Polaroid Corporation, Cambridge, Mass. 1942-44. awntant te president, Sonotone Corporation, Elmsford, N.Y., 1944-46; lecturer, Gradue ate Faculty, New School, 1944; associate professor, William and Mary Col lege, 1946-55; secretary, Metaphysical Society of America, toss-%, swsal scientist, Rand Corporation and System Dev elopment Corporati, since 19§5; secretary, vice-president and president, Virginia Philosoptical A qeciation; secretary and president, William and Mary Chapter, Amera an Association of University Professors.",1,0,0
GSVK-RF3,"Vice-president, Universal Coat Company, since 14h, treasurer, Shutzer Manufacturing Company, William Barry, Inc, and Saleo, Ine, member, board of directors, National Outerwear and Sportswear Awa ts: tion.",1,1,0
GSVZ-XVY,"Instructor of pediatrics, Johns Hopkins Medical School, 1942; instructor of pediatrics, 1946-49, assistant professor of pediatrics, 1949-56, lecturer on pediatrics, since 1956, Harvard Medical School; director of pediatrics, Boston City Hospital, since 1956; professor of pediatrics and chairman, Dept. of Pediatrics, Boston University School of Medicine, since 1956.",1,0,0
GSVV-6Y5,"Director, Division of Physical Medicine, assistant professor, associate professor, Wahington University School of Medicine, St. Louis, Mo., December, 1947, to June, 1954; Lieutenant colonel, Medical Corps, U.S. Army Reserve",1,0,0
GSV2-8ZC,"Assistant Secretary, executive committee, Wocester County Republican Club, 1953-55; incorporator, Children's Friends Society, since 1957",0,0,0
GSZ5-R7G,"Treasurer, Catholic Association for International Peace, 1954-56.",0,0,0
L5Z3-YR1,"Director, Theatre, Inc., East Woods School, Inc., Community Hospital at Glen Cove; trustee, Village of Muttontown.",1,1,0
LTF5-FCR,"President, Railroad YMCA, Toledo, Ohio; member of board, Toledo YMCA, Railroad YMCA, Grand Central Terminal Branch, N-Y.",1,1,0
G998-2PC,"Vice-president, member of executive committee, France-America Society; director, The Spanish Institute, Inc.; secretary, American Friends of Versailles, Inc. ",1,1,0
L7RB-JYQ,"President, 1949-50, director, 1953-56, Scudder Association; chairman, Membership Committee, 1954-56, director, Y.M.C.A., Dover, Del.; member, Rotary International, Dover, Del., 1954-56; district commissioner, Boy Scouts of America, Dover, 1955-56; director, Dover Chapter, National Conference of Christians and Jews, 1955-56.",1,0,0
2Z3S-5BS,"President, Northeast Oil Chemists Society, 1955.",1,0,0
GSVK-89X,"Advocate, Plattsburg Council, 1938-42, faithful navigator, Bishop Williams Assembly, Fourth Degree, 1947-48, Knights of Columbus; President, Clinton Country Bar Association, 1948-49; Council member, Plattsburg State Teachers College, since 1956; member, Committee on Negligence Litigation, 1953-54, Committee on Highway Safety and Related Problems, since 1958, New York State Bar Association.",1,0,0
LKZY-63D,"Director, Colorado National Bank, Mile High United Fund, Denver Planning Commission, Denver Chamber of Commerce, Downtown Denver Improvement Association, and Denver Area Boy Scouts; trustee, past-president, Denver Art Museum; president, chairman of the board, Denver Community Chest, 1954-56, trustee, High Altitude Observatory and Colorado Academy; president, Country Club Gardens, Inc., Johnson Building Company, Medical Center Building Corporation, The Shopping",1,1,0
L1CK-TYT,"Instructor, Clinical Medicine, New York University Postgraduate even lacking that sine qua non, the A.B. degree, I somehow survived that gruelling session to which at that time the final group of applicants had to submit and was accepted into the first-year class. This was a major turning point in my life, as it marked the beginning of the hardest four years of studying I have ever done, as well as the start of a career that I have followed ever since.",0,0,0
G94Q-9SP,"Treasurer, Winchester Harvard Scholarship Fund, since 1949; director, Northeastern Lumber Dealers Association, 1951-53; member, Fellsland Boy Scout Council, 1951-53, Winchester Finance Committee, 1953-55; co-chairman, Schools and Scholarship Committee, 1954-58, governor, since 1958, Harvard Club of Boston, vice-president and trustee, Belmont Hill School, since 1956; president, Boston Lumber Trade Club,",1,1,0
GSVV-2V3,"Special agent and F.B.1. inspector, Federal Bureau of Investigation, U.S. Dept. of Justice, 1938-50; intelligence officer, SHAEF, 1944-46; director, Office of Personnel Security & Integrity, 1953~56, assistant to 972 ] director in charge of Security Affairs, 1956-58, International Cooperation Administration; senior U.S. adviser, Fourth SEATO Council Meeting, Manila, Philippines, March, 1958.",1,0,0
LK1Y-PQM,"Scoutmaster, Wallace, Idaho, 1946-47; program chairman, industrial minerals division, American Institute of Mining Engineers, 195758; administrative consultant to Lincoln University, 1958.",1,0,0
GMMS-PBQ,"Manager of orchestra personnel, radio station WOR, 1942-48, flutist, Fairfield Woodwind Quintet, since 1956; staff member, Mfuuc School of the Little Red School House, since 1956.",0,0,0
GSVV-RCP,"Member board of managers, Executive and Finance Committee, State Charities Aid Association, New York City; director, Northern Insurance Company of New York, Primadera Nepena Peruana, S.A., limited partner, Pennington Colket & Company, Philadelphia, Pa.; secretary, British War Relief Society.",1,1,0
GSVC-8VB,"Trustee, Shute Memorial Library, Everett, 1940-45; president, Everett Community Chest, 1940-42; president, New England Economic Education Council, 1953-56; trustee, Jot Council on Economic Fducation, since 1955; trustee, Huntington School for Boys, since 1957; member, executive board, Bay Shore Council, Boy Scouts of America; chairman, School Advisory Board, United Community Services of Greater Boston.",1,1,0
GSVJ-QL8,"Trustee, First Pilgrim Congregational Church, since 1956; director, since 1948, secretary, 1948-56, Amherst Symphony Orchestra Association; director and secretary, North Aurora Realty, Inc., since 1955, Keats Building Corporation, since 1956.",1,1,0
G98K-YVZ,"Vice-president of the board, Mercer Memorial Home, Adantic",1,0,0
GSVJ-HR8,"Director, twelve Ford Motor Company foreign corporations, member board of directors, International Road Federation, National Foreign Trade Council; member board of trustees, United States Council of International Chamber of Commerce.",1,1,0
LRNX-1RB,"Secreatry-treasurer, 1955-56, president, 1956-57, Glendale (Calif.) Chapter, Reserve Officer's Association.",1,0,0
