unitid,fice,pubst,pbalph,"system","status","instnm","addr","stabbr","zip","gentele","cnty","congdist","city","countynm","affil","calsys","hloffer",pr2yr,prlib,prtea,prprof,enrolmnt,geost,oereg,obereg,"race",control,type,sex,lgrnt,survey,ss_occup,sum2yr,sum4yr,sumpos,ss_other,es_occup,eve2yr,eve4yr,evepos,es_other,excntl,citysi,admreq,"estmoyr","fwrkmoyr","fdgrmoyr",prtfu,pbtfui,pbtfuo,prtfg,pbtfgi,pbtfgo,roomamt,boardamt,acc1,acc10,acc11,acc12,acc13,acc14,acc15,acc16,acc17,acc18,acc19,acc2,acc20,acc21,acc22,acc23,acc24,acc25,acc27,acc28,acc29,acc3,acc30,acc31,acc32,acc33,acc34,acc35,acc36,acc37,acc38,acc39,acc4,acc40,acc41,acc42,acc43,acc44,acc45,acc46,acc47,acc48,acc49,acc5,acc50,acc51,acc52,acc53,acc54,acc55,acc56,acc57,acc58,acc59,acc6,acc60,acc61,acc62,acc63,acc64,acc65,acc66,acc67,acc68,acc69,acc7,acc71,acc72,acc73,acc74,acc75,acc76,acc77,acc78,acc8,acc81,acc82,acc83,acc84,acc85,acc86,acc88,acc89,acc9,acc90,acc91,acc92,acc93,acc94,acc_apcp,acc_nurs,acc_ort,acc_chem,regaccrd
"200305","2996","44","80","","5","ND STATE SCHOOL SCIENCE","800 NORTH 6TH STREET","ND","58075","7016711130","077","","WAHPETON","RICHLAND","12","2","03","1","0","0","0","5003184","44","2","4","5","1","3","3","0","1","0","1","0","0","0","0","1","0","0","0","1","1","2","091903","091903","061904","","432","993","","","","360","942","","","","","","","","","","","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5"
"2997","2997","44","100","B","4","ND STATE U CENTRAL OFFICE","","ND","58102","7012378011","017","","FARGO","CASS","00","","","0","0","0","0","0","44","2","4","7","1","7","3","","1","0","0","0","0","0","0","0","0","0","0","4","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"200369","2998","44","130","","5","NORTHWEST BIBLE COLLEGE","1900 8TH AVENUE S E","ND","58701","7018523781","101","","MINOT","WARD","57","1","04","0","1","0","0","2000213","44","2","4","5","2","2","3","0","1","0","1","1","0","0","0","1","1","0","0","3","1","2","011934","091956","051958","1400","","","","","","510","760","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"200280","3005","44","180","A","6","ND MAIN CAMPUS,U OF","","ND","58201","7017772011","035","","GRAND FORKS","GRAND FORKS","12","1","08","0","1","1","1","6009708","44","2","4","5","1","1","3","2","1","0","1","1","1","0","0","0","0","0","0","1","1","2","091884","091884","061889","","660","1428","","768","1536","496","900","1","","","","","","1","","","","","","","","","1","","","","1","","","","","1","","","","","","1","","","","1","","","","","","","","","","","","","1","","","1","","","","","","","","1","","","","","","","1","","","","","","1","","1","","","1","","1","","","1","","","","","1","","","","","","","5"
"200341","3007","44","190","A","7","ND WILLISTON BRANCH,U OF","","ND","58801","7015726736","105","","WILLISTON","WILLIAMS","12","1","03","1","0","0","0","3000624","44","2","4","5","1","5","3","0","1","0","0","0","0","0","0","0","0","0","0","1","1","2","1957","1957","1961","","773","965","","","","446","375","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5"
"200572","3008","44","200","","5","VALLEY CITY STATE COLLEGE","","ND","58072","7018457990","003","","VALLEY CITY","BARNES","12","2","04","0","1","1","0","4001159","44","2","4","5","1","2","3","0","1","0","1","1","0","0","0","1","1","0","0","1","1","2","031889","091890","051893","","471","1032","","","","438","828","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","5"
"200697","3009","61","10","","5","AIR FORCE INST TECHNOLOGY","WRT-PTRSN A F B","OH","45433","5132555480","057","","DAYTON, OHIO","GREENE","11","2","08","0","0","0","1","3000671","45","5","0","5","1","2","3","0","1","0","0","0","1","0","0","0","0","0","0","1","4","5","111919","091946","031956","","","","","0","0","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5"
"201061","3011","45","20","","5","ART ACADEMY OF CINCINNATI","EDEN PARK","OH","45202","5137215205","061","","CINCINNATI","HAMILTON","21","1","04","0","0","0","1","2000214","45","2","3","5","2","2","3","0","1","0","1","1","0","0","0","1","1","0","0","2","6","2","1869","1871","1872","2506","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","",""
"201104","3012","45","30","","5","ASHLAND COLLEGE","401 COLLEGE AVENUE","OH","44805","4192894142","005","","ASHLAND","ASHLAND","28","1","08","0","1","1","1","5002522","45","2","3","5","2","2","3","0","1","0","1","1","1","0","0","1","1","1","0","3","1","1","021878","091879","061881","4205","","","1500","","","985","860","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","1","","","1","","","","","","","","","","","","5"
"201140","3013","45","40","","5","ATHENAEUM OF OHIO","5440 MOELLER AVENUE","OH","45212","5137312630","061","","NORWOOD","HAMILTON","30","2","06","0","1","0","1","2000221","45","2","3","5","2","2","1","0","1","0","0","0","0","0","0","0","0","0","0","3","5","5","051829","101831","1833","","","","1750","","","525","825","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","5"
"201195","3014","45","50","","5","BALDWIN-WALLACE COLLEGE","275 EASTLAND ROAD","OH","44017","2168262900","035","","BEREA","CUYAHOGA","71","2","06","0","1","1","1","5003355","45","2","3","5","2","2","3","0","1","0","0","1","1","0","0","0","1","1","0","3","7","3","121845","041846","071850","4323","","","3154","","","885","1149","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","1","","","","","","","","","","","","5"
"201371","3016","45","70","","5","BLUFFTON COLLEGE","","OH","45817","4193588015","003","","BLUFFTON","ALLEN","69","5","04","0","1","1","0","3000640","45","2","3","5","2","2","3","0","1","0","0","1","0","0","0","0","0","0","0","3","2","2","101899","091902","061914","3510","","","","","","602","868","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","5"
"201405","3017","45","80","","5","BORROMEO COLLEGE OF OHIO","28700 EUCLID AVENUE","OH","44092","2169433888","085","","WICKLIFFE","LAKE","30","1","04","0","1","0","0","1000111","45","2","3","5","2","2","1","0","1","0","0","0","0","0","0","0","1","0","0","3","7","2","091954","091954","061955","2375","","","","","","480","720","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5"
"201441","3018","45","110","B","6","BOWLING GRN ST U MAIN CAM","","OH","43403","4193722531","173","","BOWLING GREEN","WOOD","12","2","08","0","1","1","1","7018084","45","2","3","5","1","1","3","0","1","0","0","1","1","0","0","0","1","1","0","1","4","2","051910","091914","061917","","1206","2733","","1608","3135","951","660","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","1","","","","","","","1","","","","","","","","1","","","","","","1","","","","","","","1","","","1","","1","","","1","","","","","","","5"
"201548","3023","45","130","","5","CAPITAL UNIVERSITY","E MAIN STREET","OH","43209","6142366011","049","","COLUMBUS","FRANKLIN","53","1","06","0","1","1","1","5002625","45","2","3","5","2","2","3","0","1","0","0","1","1","0","0","0","1","1","0","3","6","3","1850","1850","1853","4280","","","3950","","","780","1050","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","1","","","1","","","","","1","","","","","","","5"
"201645","3024","45","140","","5","CASE WESTERN RESERVE U","UNIVERSITY CIRCLE","OH","44106","2163682000","035","","CLEVELAND","CUYAHOGA","21","1","08","0","1","1","1","6007869","45","2","3","5","2","1","3","0","1","0","0","1","1","0","0","0","1","1","0","2","8","2","021826","101826","081830","5010","","","3668","","","1190","1190","1","","","","","","1","","","","","","","","1","1","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","","","","1","1","","","","","","","","","","","","","1","","1","","","","","1","","","","","1","","","1","","","","","","","5"
"201654","3025","45","150","","5","CEDARVILLE COLLEGE","BOX 601","OH","45314","5137662211","057","","CEDARVILLE","GREENE","54","2","04","0","1","1","0","4001341","45","2","3","5","2","2","3","0","1","0","0","1","0","0","0","0","0","0","0","3","4","2","091887","1894","1898","2640","","","","","","774","1020","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5"
"201690","3026","45","170","","5","CENTRAL STATE UNIVERSITY","","OH","45384","5133766011","057","","WILBERFORCE","GREENE","12","2","04","0","1","1","0","5002553","45","2","3","1","1","2","3","0","1","0","1","1","0","0","0","0","0","0","0","1","4","2","1887","1887","1891","","1020","1785","","","","1011","999","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","1","","","","","","","","","","","","5"
"201858","3029","45","190","","5","CINCINNATI BIBLE SEMINARY","2700 GLENWAY AVENUE","OH","45204","5134714800","061","","CINCINNATI","HAMILTON","56","1","07","0","1","0","1","3000617","45","2","3","5","2","2","3","0","1","0","1","1","1","0","0","1","1","1","0","3","6","2","1924","1924","041925","1622","","","1694","","","660","870","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"201964","3030","45","210","","5","CIRCLEVILLE BIBLE COLLEGE","BOX 458","OH","43113","6144748896","129","","CIRCLEVILLE","PICKAWAY","79","1","04","0","0","0","1","2000229","45","2","3","5","2","2","3","0","1","0","1","1","0","0","0","1","1","0","0","3","5","2","1948","1948","1950","1710","","","","","","420","850","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"202073","3031","45","250","","5","CLEVELAND INST OF MUSIC","11021 EAST BOULEVARD","OH","44106","2167915165","035","","CLEVELAND","CUYAHOGA","21","1","08","0","0","0","1","2000315","45","2","3","5","2","2","3","0","1","0","0","1","1","0","0","0","0","0","0","2","8","3","041920","091920","061925","4691","","","4691","","","1110","1040","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","5"
