unitid,"addr",admreq,affil,boardamt,calsys,"city",citysi,"cncesc",cnty,congdist,control,"countynm","fdgrmoyr",fice,"fwrkmoyr","gentele",geost,hloffer,iclevel,initcy,"instnm","intfic",lgrnt,obereg,oereg,pbalph,pbtfgi,pbtfgo,pbtfui,estmo,estyr,eve2yr,eve4yr,evepos,excntl,pbtfuo,period,pr2yr,prlib,procc,prprof,prtea,prtfg,prtfu,pubst,"race",roomamt,"sequen",sex,"stabbr","status",stcnty,sum2yr,sum4yr,sumpos,"system",type,updat,"zip",acc1,acc10,acc11,acc12,acc13,acc14,acc15,acc16,acc17,acc18,acc19,acc2,acc20,acc21,acc22,acc23,acc24,acc25,acc27,acc28,acc29,acc3,acc30,acc31,acc32,acc33,acc34,acc35,acc36,acc37,acc38,acc39,acc4,acc40,acc41,acc42,acc43,acc44,acc45,acc46,acc47,acc48,acc49,acc5,acc50,acc51,acc52,acc53,acc54,acc55,acc56,acc57,acc58,acc59,acc6,acc60,acc61,acc62,acc63,acc64,acc65,acc66,acc67,acc68,acc69,acc7,acc71,acc72,acc73,acc74,acc75,acc76,acc77,acc78,acc8,acc81,acc82,acc83,acc84,acc85,acc86,acc88,acc89,acc9,acc90,acc91,acc92,acc93,acc94,acc_apcp,acc_chem,acc_nurs,acc_ort,regaccrd
"200369","1900 8TH AVENUE S E","2","57","900","1","MINOT","1","D01","101","99","2","WARD","051958","2998","091956","7018523781","44","4","1","3","NORTHWEST BIBLE COLLEGE","002998","0","4","2","150","0","0","0","1","1934","1","1","0","3","0","7","0","1","0","0","0","0","2278","44","5","830","","3","ND","5","44101","1","1","0","","2","3","58701","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"200280","UNIVERSITY STATION","2","12","1154","1","GRAND FORKS","2","A02","35","99","1","GRAND FORKS","061889","3005","091884","7017772121","44","8","1","3","ND MAIN CAMPUS U OF","003005","2","4","2","210","1224","2274","1080","10","1883","0","1","0","1","1986","7","0","1","0","1","1","0","0","44","5","610","01","3","ND","6","44035","1","1","1","A","1","3","58202","1","","","","","","1","","","","","","","","","1","","","","1","","","","","1","","","","","","1","","","","1","","","","","","","","","","","","","1","","","1","","","","","","","","1","","","","","","","1","","","","","","1","","1","","","1","","1","","","1","","1","","","1","","","1","","","","5"
"200341","","2","12","500","1","WILLISTON","1","E01","105","99","1","WILLIAMS","001961","3007","001957","7015726736","44","3","2","3","ND WILLISTON BRANCH U OF","003007","0","4","2","220","0","0","977","","1957","1","0","0","1","1952","5","1","0","1","0","0","0","0","44","5","600","03","3","ND","7","44105","1","0","0","A","5","3","58801","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5"
"200572","","2","12","1185","2","VALLEY CITY","1","C01","3","99","1","BARNES","051893","3008","001890","7018457990","44","4","1","3","VALLEY CITY STATE COLLEGE","003008","0","4","2","230","0","0","921","","1889","1","1","0","1","1638","7","1","1","1","0","1","0","0","44","5","516","","3","ND","5","44003","1","1","0","","2","3","58072","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","5"
"200697","WRIGHT-PATTERSON A F B","5","11","0","2","DAYTON","4","D09","57","7","1","GREENE","031956","3009","091946","5132552816","45","8","1","5","AIR FORCE INST TECHNOLOGY","003009","0","0","5","10","0","0","0","11","1919","0","0","0","1","0","0","0","0","0","1","0","0","0","61","5","0","","3","OH","5","45057","0","0","1","","2","5","45433","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5"
"201061","EDEN PARK","2","21","0","1","CINCINNATI","6","D06","61","2","2","HAMILTON","001872","3011","001871","5137215205","45","4","1","3","ART ACADEMY OF CINCINNATI","003011","0","3","2","40","0","0","0","","1869","0","0","0","2","0","0","0","0","0","1","0","0","3950","45","5","0","","3","OH","5","45061","0","1","0","","2","3","45202","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","",""
"201104","401 COLLEGE AVENUE","1","28","1190","1","ASHLAND","1","B01","5","13","2","ASHLAND","061881","3012","091879","4192894142","45","8","1","3","ASHLAND COLLEGE","003012","0","3","2","50","0","0","0","2","1878","1","1","1","3","0","7","0","1","0","1","1","2225","5930","45","5","1350","","3","OH","5","45005","1","1","1","","2","29","44805","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","1","","","1","","","","","","","","","","","","5"
"201140","6616 BEECHMONT AVENUE","5","30","1680","2","CINCINNATI","6","D01","61","1","2","HAMILTON","001833","3013","101831","5132312223","45","6","1","6","ATHENAEUM OF OHIO","003013","0","3","2","60","0","0","0","","1829","0","0","0","3","0","7","0","0","0","1","0","2600","0","45","5","1120","","3","OH","5","45061","0","0","0","","2","15","45230","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","5"
"201195","275 EASTLAND ROAD","3","71","1530","2","BEREA","5","C01","35","20","2","CUYAHOGA","071850","3014","041846","2168262900","45","6","1","3","BALDWIN-WALLACE COLLEGE","003014","0","3","2","70","0","0","0","12","1845","0","1","1","3","0","7","0","1","0","1","1","4200","6108","45","5","1275","","3","OH","5","45035","0","1","1","","2","3","44017","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","1","","","","","","","","","","","","5"
"201371","","2","70","1236","2","BLUFFTON","2","C01","3","4","2","ALLEN","061914","3016","091902","4193588015","45","4","1","3","BLUFFTON COLLEGE","003016","0","3","2","90","0","0","0","10","1899","0","1","0","3","0","7","0","1","0","0","1","0","4968","45","5","858","","3","OH","5","45003","0","1","0","","2","3","45817","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","1","","","","","","","","1","","","","","","","5"
"201405","28700 EUCLID AVENUE","2","30","1000","1","WICKLIFFE","5","D10","85","19","2","LAKE","061955","3017","091954","2165855900","45","4","1","3","BORROMEO COLLEGE OF OHIO","003017","0","3","2","100","0","0","0","9","1954","0","1","0","3","0","7","0","1","0","0","0","0","3300","45","5","650","","1","OH","5","45085","0","0","0","","2","32","44092","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5"
"201441","","2","12","816","1","BOWLING GREEN","4","A01","173","5","1","WOOD","061917","3018","001914","4193722531","45","8","1","3","BOWLING GRN ST U MAIN CAM","003018","0","3","2","130","2438","4658","1878","","1910","0","1","1","1","4098","7","0","1","0","1","1","0","0","45","5","1072","01","3","OH","6","45173","0","1","1","B","2","3","43403","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","","","","","","","","","","","","","","","","1","","","1","","","","","","","1","1","","","","","","","1","","","","","","1","","","","","1","","1","1","","1","","1","","","1","","","","","","","5"
"201548","E MAIN STREET","3","53","1470","1","COLUMBUS","6","C01","49","12","2","FRANKLIN","001853","3023","001850","6142366011","45","6","1","3","CAPITAL UNIVERSITY","003023","0","3","2","160","0","0","0","","1850","0","1","1","3","0","7","0","1","0","1","1","1680","6335","45","5","1150","","3","OH","5","45049","0","1","1","","2","3","43209","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","1","","","1","","","","","1","","","","","","","5"
"201645","UNIVERSITY CIRCLE","2","21","1480","1","CLEVELAND","6","A02","35","21","2","CUYAHOGA","081830","3024","101826","2163682000","45","8","1","3","CASE WESTERN RESERVE U","003024","0","3","2","170","0","0","0","2","1826","0","1","1","2","0","7","0","1","0","1","1","7650","7650","45","5","1570","","3","OH","5","45035","0","1","1","","1","3","44106","1","","","","","","1","","1","","","","","","1","1","1","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","1","","","","","1","1","","","","","","","","","","","","","1","","1","","","","","1","","","","","1","","","1","","","","","","","5"
"201654","BOX 601","2","54","1275","2","CEDARVILLE","4","C01","57","7","2","GREENE","001898","3025","001894","5137662211","45","4","1","3","CEDARVILLE COLLEGE","003025","0","3","2","180","0","0","0","9","1887","0","0","0","3","0","7","0","1","0","1","1","0","3702","45","5","1095","","3","OH","5","45057","0","1","0","","2","12","45314","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5"
"201690","","2","12","1377","2","WILBERFORCE","4","C01","57","7","1","GREENE","001891","3026","001887","5133766011","45","4","1","10","CENTRAL STATE UNIVERSITY","003026","0","3","2","200","0","0","1290","","1887","0","0","0","1","2301","7","0","1","0","0","1","0","0","45","1","1230","","3","OH","5","45057","1","1","0","","2","10","45384","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","1","","","","","","","","","","","","5"
"201858","P.O BOX 04-3200","2","74","1220","1","CINCINNATI","6","D01","61","1","2","HAMILTON","051925","3029","091924","5132448100","45","7","1","99","CINCINNATI BIBLE SEMINARY","003029","0","3","2","220","0","0","0","9","1924","1","1","1","3","0","6","0","1","1","1","0","2460","2234","45","5","980","","3","OH","5","45061","1","1","1","","2","99","45204","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"201964","BOX 458","2","79","1165","1","CIRCLEVILLE","5","D01","129","7","2","PICKAWAY","001950","3030","001948","6144748896","45","4","1","99","CIRCLEVILLE BIBLE COLLEGE","003030","0","3","2","250","0","0","0","","1948","1","1","0","3","0","7","0","0","0","1","1","0","2860","45","5","685","","3","OH","5","45129","1","1","0","","2","99","43113","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"202073","11021 EAST BOULEVARD","3","21","1480","1","CLEVELAND","6","D06","35","21","2","CUYAHOGA","061925","3031","091920","2167915165","45","8","1","99","CLEVELAND INST OF MUSIC","003031","0","3","2","300","0","0","0","4","1920","0","0","0","2","0","7","0","0","0","1","0","6500","6500","45","5","1690","","3","OH","5","45035","0","1","1","","2","99","44106","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","5"
"202134","EAST 24TH AND EUCLID AVE","2","12","0","2","CLEVELAND","6","B01","35","20","1","CUYAHOGA","061966","3032","091965","2166872000","45","8","1","6","CLEVELAND ST UNIVERSITY","003032","0","3","2","310","1809","3618","1497","12","1964","0","1","1","1","2994","0","0","1","0","1","1","0","0","45","5","630","","3","OH","5","45035","0","1","1","","2","6","44115","1","1","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","1","","","","","","","","","","1","1","","","","","","","","","","","","","1","","","","","","","1","","","1","","1","","","1","","","","","","","5"
"204200","","2","30","1344","1","MT ST JOSEPH","5","C01","61","1","2","HAMILTON","001924","3033","001906","5132444200","45","6","1","3","C MT SNT JOS-ON-THE-OHIO","003033","0","3","2","320","0","0","0","","1920","1","1","1","3","0","7","0","1","0","1","1","2725","4554","45","5","1290","","2","OH","5","45061","1","1","1","","2","12","45051","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1","","","","","","","","1","","","","","","","5"
"204617","1216 SUNBURY ROAD","2","30","1430","1","COLUMBUS","6","C01","49","12","2","FRANKLIN","001927","3035","101911","6142532741","45","4","1","3","OHIO DOMINICAN COLLEGE","003035","0","3","2","970","0","0","0","","1911","1","1","1","3","0","7","0","1","0","0","1","0","4610","45","5","1220","","3","OH","5","45049","1","1","0","","2","3","43219","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5"
